timestamp,location_id,ambient_temperature,solar_irradiance,wind_speed,relative_humidity,cloud_cover
2026-01-15 00:00:00,delhi,11.62,0.0,1.65,80.0,0.2
2026-01-15 01:00:00,delhi,9.72,0.0,1.65,80.0,0.22
2026-01-15 02:00:00,delhi,8.1,0.0,1.65,80.0,0.24
2026-01-15 03:00:00,delhi,6.85,0.0,1.65,80.0,0.25
2026-01-15 04:00:00,delhi,6.07,0.0,1.65,80.0,0.27
2026-01-15 05:00:00,delhi,5.8,0.0,1.65,80.0,0.28
2026-01-15 06:00:00,delhi,6.07,0.0,1.65,80.0,0.28
2026-01-15 07:00:00,delhi,6.85,0.0,1.65,69.3,0.28
2026-01-15 08:00:00,delhi,8.1,203.4,1.65,59.2,0.27
2026-01-15 09:00:00,delhi,9.72,388.7,2.15,50.1,0.26
2026-01-15 10:00:00,delhi,11.62,539.5,2.62,42.5,0.25
2026-01-15 11:00:00,delhi,13.65,642.3,3.03,36.8,0.23
2026-01-15 12:00:00,delhi,15.68,688.1,3.34,33.2,0.21
2026-01-15 13:00:00,delhi,17.57,672.7,3.53,32.0,0.19
2026-01-15 14:00:00,delhi,19.2,597.6,3.6,33.2,0.17
2026-01-15 15:00:00,delhi,20.45,469.3,3.53,36.8,0.15
2026-01-15 16:00:00,delhi,21.23,299.4,3.34,42.5,0.14
2026-01-15 17:00:00,delhi,21.5,102.8,3.03,50.1,0.13
2026-01-15 18:00:00,delhi,21.23,0.0,2.62,59.2,0.12
2026-01-15 19:00:00,delhi,20.45,0.0,2.15,69.3,0.12
2026-01-15 20:00:00,delhi,19.2,0.0,1.65,80.0,0.12
2026-01-15 21:00:00,delhi,17.58,0.0,1.65,80.0,0.13
2026-01-15 22:00:00,delhi,15.68,0.0,1.65,80.0,0.14
2026-01-15 23:00:00,delhi,13.65,0.0,1.65,80.0,0.16
2026-01-16 00:00:00,delhi,11.62,0.0,1.65,80.0,0.18
2026-01-16 01:00:00,delhi,9.72,0.0,1.65,80.0,0.2
2026-01-16 02:00:00,delhi,8.1,0.0,1.65,80.0,0.22
2026-01-16 03:00:00,delhi,6.85,0.0,1.65,80.0,0.24
2026-01-16 04:00:00,delhi,6.07,0.0,1.65,80.0,0.25
2026-01-16 05:00:00,delhi,5.8,0.0,1.65,80.0,0.27
2026-01-16 06:00:00,delhi,6.07,0.0,1.65,80.0,0.28
2026-01-16 07:00:00,delhi,6.85,0.0,1.65,69.3,0.28
2026-01-16 08:00:00,delhi,8.1,203.4,1.65,59.2,0.28
2026-01-16 09:00:00,delhi,9.72,388.7,2.15,50.1,0.27
2026-01-16 10:00:00,delhi,11.62,539.5,2.62,42.5,0.26
2026-01-16 11:00:00,delhi,13.65,642.3,3.03,36.8,0.25
2026-01-16 12:00:00,delhi,15.68,688.1,3.34,33.2,0.23
2026-01-16 13:00:00,delhi,17.57,672.7,3.53,32.0,0.21
2026-01-16 14:00:00,delhi,19.2,597.6,3.6,33.2,0.19
