timestamp,location_id,ambient_temperature,solar_irradiance,wind_speed,relative_humidity,cloud_cover
2026-01-15 00:00:00,jaisalmer,13.99,0.0,3.05,40.0,0.05
2026-01-15 01:00:00,jaisalmer,11.88,0.0,3.05,40.0,0.07
2026-01-15 02:00:00,jaisalmer,10.06,0.0,3.05,40.0,0.09
2026-01-15 03:00:00,jaisalmer,8.67,0.0,3.05,40.0,0.1
2026-01-15 04:00:00,jaisalmer,7.8,0.0,3.05,40.0,0.12
2026-01-15 05:00:00,jaisalmer,7.5,0.0,3.05,40.0,0.13
2026-01-15 06:00:00,jaisalmer,7.8,0.0,3.05,40.0,0.13
2026-01-15 07:00:00,jaisalmer,8.67,0.0,3.05,34.2,0.13
2026-01-15 08:00:00,jaisalmer,10.06,224.0,3.05,28.7,0.12
2026-01-15 09:00:00,jaisalmer,11.88,428.1,3.87,23.8,0.11
2026-01-15 10:00:00,jaisalmer,13.99,594.2,4.62,19.7,0.1
2026-01-15 11:00:00,jaisalmer,16.25,707.5,5.28,16.6,0.08
2026-01-15 12:00:00,jaisalmer,18.51,757.9,5.78,14.7,0.06
2026-01-15 13:00:00,jaisalmer,20.62,740.9,6.09,14.0,0.04
2026-01-15 14:00:00,jaisalmer,22.44,658.2,6.2,14.7,0.02
2026-01-15 15:00:00,jaisalmer,23.83,516.9,6.09,16.6,0.0
2026-01-15 16:00:00,jaisalmer,24.7,329.8,5.78,19.7,0.0
2026-01-15 17:00:00,jaisalmer,25.0,113.3,5.28,23.8,0.0
2026-01-15 18:00:00,jaisalmer,24.7,0.0,4.62,28.7,0.0
2026-01-15 19:00:00,jaisalmer,23.83,0.0,3.87,34.2,0.0
2026-01-15 20:00:00,jaisalmer,22.44,0.0,3.05,40.0,0.0
2026-01-15 21:00:00,jaisalmer,20.63,0.0,3.05,40.0,0.0
2026-01-15 22:00:00,jaisalmer,18.51,0.0,3.05,40.0,0.0
2026-01-15 23:00:00,jaisalmer,16.25,0.0,3.05,40.0,0.01
2026-01-16 00:00:00,jaisalmer,13.99,0.0,3.05,40.0,0.03
2026-01-16 01:00:00,jaisalmer,11.88,0.0,3.05,40.0,0.05
2026-01-16 02:00:00,jaisalmer,10.06,0.0,3.05,40.0,0.07
2026-01-16 03:00:00,jaisalmer,8.67,0.0,3.05,40.0,0.09
2026-01-16 04:00:00,jaisalmer,7.8,0.0,3.05,40.0,0.1
2026-01-16 05:00:00,jaisalmer,7.5,0.0,3.05,40.0,0.12
2026-01-16 06:00:00,jaisalmer,7.8,0.0,3.05,40.0,0.13
2026-01-16 07:00:00,jaisalmer,8.67,0.0,3.05,34.2,0.13
2026-01-16 08:00:00,jaisalmer,10.06,224.0,3.05,28.7,0.13
2026-01-16 09:00:00,jaisalmer,11.88,428.1,3.87,23.8,0.12
