timestamp,location_id,ambient_temperature,solar_irradiance,wind_speed,relative_humidity,cloud_cover
2026-01-15 00:00:00,leh,-11.94,0.0,2.33,45.0,0.1
2026-01-15 01:00:00,leh,-13.75,0.0,2.33,45.0,0.12
2026-01-15 02:00:00,leh,-15.3,0.0,2.33,45.0,0.14
2026-01-15 03:00:00,leh,-16.5,0.0,2.33,45.0,0.15
2026-01-15 04:00:00,leh,-17.24,0.0,2.33,45.0,0.17
2026-01-15 05:00:00,leh,-17.5,0.0,2.33,45.0,0.18
2026-01-15 06:00:00,leh,-17.24,0.0,2.33,45.0,0.18
2026-01-15 07:00:00,leh,-16.5,0.0,2.33,39.4,0.18
2026-01-15 08:00:00,leh,-15.3,262.3,2.33,34.2,0.17
2026-01-15 09:00:00,leh,-13.75,501.4,2.97,29.4,0.16
2026-01-15 10:00:00,leh,-11.94,695.8,3.56,25.5,0.15
2026-01-15 11:00:00,leh,-10.0,828.5,4.08,22.5,0.13
2026-01-15 12:00:00,leh,-8.06,887.5,4.47,20.6,0.11
2026-01-15 13:00:00,leh,-6.25,867.7,4.72,20.0,0.09
2026-01-15 14:00:00,leh,-4.7,770.8,4.8,20.6,0.07
2026-01-15 15:00:00,leh,-3.5,605.4,4.72,22.5,0.05
2026-01-15 16:00:00,leh,-2.76,386.2,4.47,25.5,0.04
2026-01-15 17:00:00,leh,-2.5,132.6,4.08,29.4,0.03
2026-01-15 18:00:00,leh,-2.76,0.0,3.56,34.2,0.02
2026-01-15 19:00:00,leh,-3.5,0.0,2.97,39.4,0.02
2026-01-15 20:00:00,leh,-4.7,0.0,2.33,45.0,0.02
2026-01-15 21:00:00,leh,-6.25,0.0,2.33,45.0,0.03
2026-01-15 22:00:00,leh,-8.06,0.0,2.33,45.0,0.04
2026-01-15 23:00:00,leh,-10.0,0.0,2.33,45.0,0.06
2026-01-16 00:00:00,leh,-11.94,0.0,2.33,45.0,0.08
2026-01-16 01:00:00,leh,-13.75,0.0,2.33,45.0,0.1
2026-01-16 02:00:00,leh,-15.3,0.0,2.33,45.0,0.12
2026-01-16 03:00:00,leh,-16.5,0.0,2.33,45.0,0.14
2026-01-16 04:00:00,leh,-17.24,0.0,2.33,45.0,0.15
2026-01-16 05:00:00,leh,-17.5,0.0,2.33,45.0,0.17
2026-01-16 06:00:00,leh,-17.24,0.0,2.33,45.0,0.18
2026-01-16 07:00:00,leh,-16.5,0.0,2.33,39.4,0.18
2026-01-16 08:00:00,leh,-15.3,262.3,2.33,34.2,0.18
2026-01-16 09:00:00,leh,-13.75,501.4,2.97,29.4,0.17
2026-01-16 10:00:00,leh,-11.94,695.8,3.56,25.5,0.16
2026-01-16 11:00:00,leh,-10.0,828.5,4.08,22.5,0.15
2026-01-16 12:00:00,leh,-8.06,887.5,4.47,20.6,0.13
2026-01-16 13:00:00,leh,-6.25,867.7,4.72,20.0,0.11
