timestamp,location_id,ambient_temperature,solar_irradiance,wind_speed,relative_humidity,cloud_cover
2026-01-15 00:00:00,srinagar,0.13,0.0,1.35,88.0,0.35
2026-01-15 01:00:00,srinagar,-1.15,0.0,1.35,88.0,0.37
2026-01-15 02:00:00,srinagar,-2.25,0.0,1.35,88.0,0.39
2026-01-15 03:00:00,srinagar,-3.09,0.0,1.35,88.0,0.4
2026-01-15 04:00:00,srinagar,-3.62,0.0,1.35,88.0,0.42
2026-01-15 05:00:00,srinagar,-3.8,0.0,1.35,88.0,0.43
2026-01-15 06:00:00,srinagar,-3.62,0.0,1.35,88.0,0.43
2026-01-15 07:00:00,srinagar,-3.09,0.0,1.35,79.1,0.43
2026-01-15 08:00:00,srinagar,-2.25,182.7,1.35,70.6,0.42
2026-01-15 09:00:00,srinagar,-1.15,349.3,1.78,63.1,0.41
2026-01-15 10:00:00,srinagar,0.13,484.7,2.17,56.7,0.4
2026-01-15 11:00:00,srinagar,1.5,577.1,2.52,52.0,0.38
2026-01-15 12:00:00,srinagar,2.87,618.3,2.78,49.0,0.36
2026-01-15 13:00:00,srinagar,4.15,604.5,2.94,48.0,0.34
2026-01-15 14:00:00,srinagar,5.25,536.9,3.0,49.0,0.32
2026-01-15 15:00:00,srinagar,6.09,421.7,2.94,52.0,0.3
2026-01-15 16:00:00,srinagar,6.62,269.0,2.78,56.7,0.29
2026-01-15 17:00:00,srinagar,6.8,92.4,2.52,63.1,0.28
2026-01-15 18:00:00,srinagar,6.62,0.0,2.17,70.6,0.27
2026-01-15 19:00:00,srinagar,6.09,0.0,1.78,79.1,0.27
2026-01-15 20:00:00,srinagar,5.25,0.0,1.35,88.0,0.27
2026-01-15 21:00:00,srinagar,4.15,0.0,1.35,88.0,0.28
2026-01-15 22:00:00,srinagar,2.87,0.0,1.35,88.0,0.29
2026-01-15 23:00:00,srinagar,1.5,0.0,1.35,88.0,0.31
2026-01-16 00:00:00,srinagar,0.13,0.0,1.35,88.0,0.33
2026-01-16 01:00:00,srinagar,-1.15,0.0,1.35,88.0,0.35
2026-01-16 02:00:00,srinagar,-2.25,0.0,1.35,88.0,0.37
2026-01-16 03:00:00,srinagar,-3.09,0.0,1.35,88.0,0.39
2026-01-16 04:00:00,srinagar,-3.62,0.0,1.35,88.0,0.4
2026-01-16 05:00:00,srinagar,-3.8,0.0,1.35,88.0,0.42
2026-01-16 06:00:00,srinagar,-3.62,0.0,1.35,88.0,0.43
2026-01-16 07:00:00,srinagar,-3.09,0.0,1.35,79.1,0.43
2026-01-16 08:00:00,srinagar,-2.25,182.7,1.35,70.6,0.43
2026-01-16 09:00:00,srinagar,-1.15,349.3,1.78,63.1,0.42
2026-01-16 10:00:00,srinagar,0.13,484.7,2.17,56.7,0.41
2026-01-16 11:00:00,srinagar,1.5,577.1,2.52,52.0,0.4
